#Gene stable ID	Transcript stable ID	Gene name	Transcript start (bp)	Transcript end (bp)	Strand	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
SPNCRNA.1621	SPNCRNA.1621.1	mok13-antisense-1	3597308	3597967	-1	II	3597308	3597967
SPMITTRNASER.02	SPMITTRNASER.02.1	SPMITTRNASER.02	17635	17716	1	MT	17635	17716
SPCC1795.02c	SPCC1795.02c.1	vcx1	995153	997214	1	III	995153	997214
SPAPB21F2.03	SPAPB21F2.03.1	slx9	498111	499027	1	I	498111	499027
SPBC16D10.08c	SPBC16D10.08c.1	hsp104	3612265	3615320	-1	II	3612265	3615320
SPCC1795.01c	SPCC1795.01c.1	mad3	997355	998839	1	III	997355	998839
SPBC16D10.10	SPBC16D10.10.1	tad2	3618117	3619540	1	II	3618117	3619540
SPCC895.04c	SPCC895.04c.1	ufe1	1000712	1002369	-1	III	1000712	1002369
SPAC227.01c	SPAC227.01c.1	erd1	498878	500674	-1	I	498878	500674
SPAC227.19c	SPAC227.19c.1	SPAC227.19c	501117	501485	-1	I	501117	501485
SPBC16D10.11c	SPBC16D10.11c.1	rps1801	3619778	3620469	-1	II	3619778	3620469
SPAC227.02c	SPAC227.02c.1	rrp15	501751	502444	-1	I	501751	502444
SPNCRNA.426	SPNCRNA.426.1	SPNCRNA.426	3620593	3622000	1	II	3620593	3622000
SPNCRNA.1625	SPNCRNA.1625.1	SPNCRNA.1625	3622474	3625877	-1	II	3622474	3625877
SPAC227.04	SPAC227.04.1	atg10	504835	505775	1	I	504835	505775
SPBP8B7.05c	SPBP8B7.05c.1	nce103	3640904	3643081	-1	II	3640904	3643081
SPAC227.11c	SPAC227.11c.1	yos9	513967	517252	-1	I	513967	517252
SPNCRNA.659	SPNCRNA.659.1	psf3-antisense-1	526641	528541	1	I	526641	528541
SPCC895.07	SPCC895.07.1	alp14	1011412	1014314	1	III	1011412	1014314
SPSNORNA.04	SPSNORNA.04.1	snoZ5	527191	527275	1	I	527191	527275
SPRRNA.02	SPRRNA.02.1	15S_rRNA	3131	4552	1	MT	3131	4552
SPCC895.08c	SPCC895.08c.1	SPCC895.08c	1014272	1016267	-1	III	1014272	1016267
SPNCRNA.1167	SPNCRNA.1167.1	SPNCRNA.1167	1020996	1022248	1	III	1020996	1022248
SPAC227.16c	SPAC227.16c.1	psf3	527782	528906	-1	I	527782	528906
SPMIT.04	SPMIT.04.1	cox3	8947	9765	1	MT	8947	9765
SPCC1259.04	SPCC1259.04.1	iec3	1041344	1042150	1	III	1041344	1042150
SPAC2F7.02c	SPAC2F7.02c.1	psr1	531794	533731	-1	I	531794	533731
SPMITTRNAPRO.01	SPMITTRNAPRO.01.1	SPMITTRNAPRO.01	15661	15735	1	MT	15661	15735
SPCC1259.10	SPCC1259.10.1	pgp1	1051858	1053763	1	III	1051858	1053763
SPCTRNAALA.12	SPCTRNAALA.12.1	SPCTRNAALA.12	1065044	1065117	-1	III	1065044	1065117
SPCTRNAARG.11	SPCTRNAARG.11.1	SPCTRNAARG.11	1068182	1068254	-1	III	1068182	1068254
SPBP8B7.08c	SPBP8B7.08c.1	ppm1	3645544	3646961	-1	II	3645544	3646961
SPMIT.08	SPMIT.08.1	var1	15954	16637	1	MT	15954	16637
SPNCRNA.481	SPNCRNA.481.1	SPNCRNA.481	1068658	1068746	1	III	1068658	1068746
SPCTRNAARG.12	SPCTRNAARG.12.1	SPCTRNAARG.12	1092595	1092667	-1	III	1092595	1092667
SPCTRNALEU.12	SPCTRNALEU.12.1	SPCTRNALEU.12	1096085	1096185	-1	III	1096085	1096185
SPNCRNA.484	SPNCRNA.484.1	SPNCRNA.484	1105609	1105766	1	III	1105609	1105766
SPMIT.10	SPMIT.10.1	atp9	17806	18030	1	MT	17806	18030
SPCTRNAASP.07	SPCTRNAASP.07.1	SPCTRNAASP.07	1106487	1106557	-1	III	1106487	1106557
SPNCRNA.1173	SPNCRNA.1173.1	ppc1-antisense-1	1143131	1144374	1	III	1143131	1144374
SPCC4B3.14	SPCC4B3.14.1	cwf20	1150769	1151773	-1	III	1150769	1151773
SPBP8B7.10c	SPBP8B7.10c.1	utp16	3650361	3651820	-1	II	3650361	3651820
SPCC4B3.12	SPCC4B3.12.1	set9	1153914	1156553	-1	III	1153914	1156553
SPBP8B7.12c	SPBP8B7.12c.1	fta3	3654184	3655279	-1	II	3654184	3655279
SPNCRNA.1175	SPNCRNA.1175.1	SPNCRNA.1175	1156615	1157629	-1	III	1156615	1157629
SPSNORNA.27	SPSNORNA.27.1	snoR47	3654333	3654416	-1	II	3654333	3654416
SPNCRNA.486	SPNCRNA.486.1	SPNCRNA.486	1164174	1164978	1	III	1164174	1164978
SPNCRNA.1176	SPNCRNA.1176.1	SPCC4B3.06c-antisense-1	1164366	1166231	-1	III	1164366	1166231
SPCC4B3.04c	SPCC4B3.04c.1	nte1	1168517	1173299	1	III	1168517	1173299
SPBP8B7.13	SPBP8B7.13.1	vac7	3655454	3656797	1	II	3655454	3656797
SPNCRNA.120	SPNCRNA.120.1	SPNCRNA.120	1175846	1175963	-1	III	1175846	1175963
SPNCRNA.427	SPNCRNA.427.1	SPNCRNA.427	3670290	3670825	1	II	3670290	3670825
SPCC4B3.02c	SPCC4B3.02c.1	SPCC4B3.02c	1176687	1177794	1	III	1176687	1177794
SPCC4B3.01	SPCC4B3.01.1	tum1	1177720	1178984	-1	III	1177720	1178984
SPBP8B7.20c	SPBP8B7.20c.1	nop2	3671160	3676674	-1	II	3671160	3676674
SPCP25A2.03	SPCP25A2.03.1	tho1	1182719	1185336	1	III	1182719	1185336
SPAC2F7.03c	SPAC2F7.03c.1	pom1	534120	537869	-1	I	534120	537869
SPBP8B7.19	SPBP8B7.19.1	spt16	3671316	3674622	1	II	3671316	3674622
SPCC550.01c	SPCC550.01c.1	coa4	1185888	1186167	-1	III	1185888	1186167
SPAC2F7.05c	SPAC2F7.05c.1	tif5	539919	541640	-1	I	539919	541640
SPBP8B7.22	SPBP8B7.22.1	erd2	3679604	3681133	1	II	3679604	3681133
SPNCRNA.661	SPNCRNA.661.1	SPAC2F7.09c-antisense-1	548568	549658	1	I	548568	549658
SPBP8B7.26	SPBP8B7.26.1	SPBP8B7.26	3687087	3688150	1	II	3687087	3688150
SPAC2F7.10	SPAC2F7.10.1	akr1	550630	553595	1	I	550630	553595
SPCC550.03c	SPCC550.03c.1	ski2	1187669	1191396	-1	III	1187669	1191396
SPBC19F5.01c	SPBC19F5.01c.1	puc1	3699198	3702782	-1	II	3699198	3702782
SPNCRNA.1178	SPNCRNA.1178.1	SPCC550.03c-antisense-1	1189433	1191497	1	III	1189433	1191497
SPAC2F7.15	SPAC2F7.15.1	rsm24	563698	565073	1	I	563698	565073
SPNCRNA.1632	SPNCRNA.1632.1	utp4-antisense-1	3703746	3705835	1	II	3703746	3705835
SPCC550.06c	SPCC550.06c.1	hsp10	1194996	1195816	-1	III	1194996	1195816
SPBC19F5.03	SPBC19F5.03.1	sac11	3706643	3708933	1	II	3706643	3708933
SPAC13A11.03	SPAC13A11.03.1	mcp7	578392	579948	1	I	578392	579948
SPCTRNAVAL.11	SPCTRNAVAL.11.1	SPCTRNAVAL.11	1206747	1206819	-1	III	1206747	1206819
SPBC19F5.04	SPBC19F5.04.1	SPBC19F5.04	3709184	3711433	1	II	3709184	3711433
SPAC3H8.04	SPAC3H8.04.1	SPAC3H8.04	592226	593906	1	I	592226	593906
SPBC25D12.04	SPBC25D12.04.1	suc22	3721621	3723072	1	II	3721621	3723072
SPNCRNA.156	SPNCRNA.156.1	SPNCRNA.156	597723	598290	1	I	597723	598290
SPBC25D12.05	SPBC25D12.05.1	trm1	3723013	3725138	1	II	3723013	3725138
SPCC550.11	SPCC550.11.1	SPCC550.11	1207623	1211442	1	III	1207623	1211442
SPBC13G1.02	SPBC13G1.02.1	mpg2	3729706	3731389	1	II	3729706	3731389
SPCC550.13	SPCC550.13.1	dfp1	1214010	1216438	1	III	1214010	1216438
SPBC13G1.06c	SPBC13G1.06c.1	isd11	3736597	3737530	-1	II	3736597	3737530
SPBC13G1.09	SPBC13G1.09.1	enp1	3742371	3744092	1	II	3742371	3744092
SPCC4E9.01c	SPCC4E9.01c.1	rec11	1223308	1226925	-1	III	1223308	1226925
SPCC645.02	SPCC645.02.1	gep4	1229431	1230662	1	III	1229431	1230662
SPBC31F10.02	SPBC31F10.02.1	SPBC31F10.02	3755822	3756649	1	II	3755822	3756649
SPAC3H8.07c	SPAC3H8.07c.1	pac10	600826	601749	-1	I	600826	601749
SPNCRNA.666	SPNCRNA.666.1	nab3-antisense-1	604128	606113	1	I	604128	606113
SPBC31F10.03	SPBC31F10.03.1	ggg1	3756583	3759376	1	II	3756583	3759376
SPNCRNA.668	SPNCRNA.668.1	mug161-antisense-1	632595	633291	1	I	632595	633291
SPAC1F3.08c	SPAC1F3.08c.1	SPAC1F3.08c	633148	633474	-1	I	633148	633474
SPCC645.05c	SPCC645.05c.1	myo2	1233231	1238262	-1	III	1233231	1238262
SPBC31F10.11c	SPBC31F10.11c.1	cwf4	3770856	3773191	-1	II	3770856	3773191
SPAC1F3.09	SPAC1F3.09.1	mug161	633652	636959	1	I	633652	636959
SPCC645.12c	SPCC645.12c.1	SPCC645.12c	1257676	1258411	-1	III	1257676	1258411
SPAC1D4.08	SPAC1D4.08.1	pis1	650465	652224	1	I	650465	652224
SPCC645.14c	SPCC645.14c.1	sti1	1261338	1263716	-1	III	1261338	1263716
SPCC1322.01	SPCC1322.01.1	rpm1	1283099	1286259	1	III	1283099	1286259
SPNCRNA.122	SPNCRNA.122.1	SPNCRNA.122	1291525	1291986	1	III	1291525	1291986
SPCC1322.05c	SPCC1322.05c.1	lap2	1293804	1296160	-1	III	1293804	1296160
SPBC21C3.01c	SPBC21C3.01c.1	vps1301	3788890	3798775	-1	II	3788890	3798775
SPNCRNA.1640	SPNCRNA.1640.1	vps13a-antisense-1	3789314	3791261	1	II	3789314	3791261
SPAC1D4.09c	SPAC1D4.09c.1	rtf2	652225	653321	-1	I	652225	653321
SPBC21C3.07c	SPBC21C3.07c.1	trm140	3807091	3808991	-1	II	3807091	3808991
SPAC1D4.10	SPAC1D4.10.1	trz1	653449	656657	1	I	653449	656657
SPCC1322.06	SPCC1322.06.1	kap113	1296627	1300577	1	III	1296627	1300577
SPBC21C3.09c	SPBC21C3.09c.1	SPBC21C3.09c	3810897	3812481	-1	II	3810897	3812481
SPNCRNA.671	SPNCRNA.671.1	SPNCRNA.671	660084	664108	1	I	660084	664108
SPNCRNA.1643	SPNCRNA.1643.1	SPBC21C3.09c-antisense-1	3811017	3813377	1	II	3811017	3813377
SPCC1322.07c	SPCC1322.07c.1	mug150	1299511	1302574	-1	III	1299511	1302574
SPNCRNA.1186	SPNCRNA.1186.1	SPNCRNA.1186	1309135	1309632	1	III	1309135	1309632
SPBC21C3.12c	SPBC21C3.12c.1	SPBC21C3.12c	3816890	3817780	-1	II	3816890	3817780
SPAC1D4.13	SPAC1D4.13.1	byr1	667815	669742	1	I	667815	669742
SPCC1322.10	SPCC1322.10.1	SPCC1322.10	1309585	1310947	1	III	1309585	1310947
SPBC21C3.15c	SPBC21C3.15c.1	SPBC21C3.15c	3822494	3824136	-1	II	3822494	3824136
SPAC22F3.12c	SPAC22F3.12c.1	rgs1	679062	681890	1	I	679062	681890
SPBC21C3.17c	SPBC21C3.17c.1	SPBC21C3.17c	3825178	3826328	-1	II	3825178	3826328
SPAC22F3.11c	SPAC22F3.11c.1	snu23	682835	683660	1	I	682835	683660
SPBC23E6.03c	SPBC23E6.03c.1	nta1	3839653	3844097	-1	II	3839653	3844097
SPCC1322.12c	SPCC1322.12c.1	bub1	1312560	1316005	-1	III	1312560	1316005
SPNCRNA.1645	SPNCRNA.1645.1	sat1-antisense-1	3856053	3858922	-1	II	3856053	3858922
SPBC23E6.10c	SPBC23E6.10c.1	mri1	3867334	3868751	-1	II	3867334	3868751
SPCC132.02	SPCC132.02.1	hst2	1328990	1330790	1	III	1328990	1330790
SPNCRNA.488	SPNCRNA.488.1	SPNCRNA.488	1337438	1337811	1	III	1337438	1337811
SPBC211.01	SPBC211.01.1	rsm10	3870132	3872820	1	II	3870132	3872820
SPNCRNA.490	SPNCRNA.490.1	SPNCRNA.490	1354634	1354743	1	III	1354634	1354743
SPCTRNATHR.10	SPCTRNATHR.10.1	SPCTRNATHR.10	1361090	1361161	-1	III	1361090	1361161
SPBC211.03c	SPBC211.03c.1	gea1	3875125	3879974	-1	II	3875125	3879974
SPCC338.07c	SPCC338.07c.1	naa15	1362162	1364953	1	III	1362162	1364953
SPCC338.04	SPCC338.04.1	cid2	1367724	1368405	-1	III	1367724	1368405
SPBC211.05	SPBC211.05.1	sap10	3883221	3883726	1	II	3883221	3883726
SPRRNA.03	SPRRNA.03.1	SPRRNA.03	1369974	1370202	-1	III	1369974	1370202
SPNCRNA.1190	SPNCRNA.1190.1	SPNCRNA.1190	1371577	1372674	1	III	1371577	1372674
SPAC22F3.08c	SPAC22F3.08c.1	rok1	689345	691122	1	I	689345	691122
SPBC211.06	SPBC211.06.1	gfh1	3883666	3885727	1	II	3883666	3885727
SPATRNAVAL.02	SPATRNAVAL.02.1	SPATRNAVAL.02	703075	703147	-1	I	703075	703147
SPCC1281.02c	SPCC1281.02c.1	spf30	1382055	1383538	-1	III	1382055	1383538
SPBC1604.17c	SPBC1604.17c.1	tti2	3899988	3901542	1	II	3899988	3901542
SPCC1281.04	SPCC1281.04.1	SPCC1281.04	1386524	1387961	1	III	1386524	1387961
SPAC22F3.02	SPAC22F3.02.1	atf31	705042	708014	-1	I	705042	708014
SPBC1604.16c	SPBC1604.16c.1	SPBC1604.16c	3901632	3902410	1	II	3901632	3902410
SPCC1281.05	SPCC1281.05.1	rsc7	1388677	1392088	1	III	1388677	1392088
SPAC1296.02	SPAC1296.02.1	cox4	711238	712354	1	I	711238	712354
SPCC1281.07c	SPCC1281.07c.1	SPCC1281.07c	1397188	1398780	-1	III	1397188	1398780
SPAC1296.06	SPAC1296.06.1	tah18	719380	721549	1	I	719380	721549
SPCC622.01c	SPCC622.01c.1	SPCC622.01c	1403451	1404929	-1	III	1403451	1404929
SPNCRNA.677	SPNCRNA.677.1	SPNCRNA.677	729850	732457	-1	I	729850	732457
SPBC1604.14c	SPBC1604.14c.1	shk1	3904660	3907593	1	II	3904660	3907593
SPNCRNA.1193	SPNCRNA.1193.1	SPNCRNA.1193	1407001	1407850	-1	III	1407001	1407850
SPCC622.11	SPCC622.11.1	SPCC622.11	1417100	1419224	1	III	1417100	1419224
SPAC22G7.04	SPAC22G7.04.1	pan2	732826	736603	1	I	732826	736603
SPNCRNA.678	SPNCRNA.678.1	SPAC22G7.05-antisense-1	736520	738893	-1	I	736520	738893
SPCC622.12c	SPCC622.12c.1	gdh1	1419131	1421212	-1	III	1419131	1421212
SPBC1604.12	SPBC1604.12.1	SPBC1604.12	3908635	3911582	-1	II	3908635	3911582
SPBC1604.07	SPBC1604.07.1	atp4	3918404	3920078	-1	II	3918404	3920078
SPAC22G7.06c	SPAC22G7.06c.1	ura1	739167	746117	-1	I	739167	746117
SPCC622.13c	SPCC622.13c.1	tti1	1421146	1425868	-1	III	1421146	1425868
SPAC22G7.11c	SPAC22G7.11c.1	cum1	754932	755637	-1	I	754932	755637
SPBC1604.02c	SPBC1604.02c.1	ppr1	3928130	3932309	1	II	3928130	3932309
SPNCRNA.545	SPNCRNA.545.1	SPNCRNA.545	3933388	3933894	1	II	3933388	3933894
SPAC4G8.02c	SPAC4G8.02c.1	sss1	756479	757153	-1	I	756479	757153
SPNCRNA.20	SPNCRNA.20.1	prl20	3934357	3934809	-1	II	3934357	3934809
SPBC1677.02	SPBC1677.02.1	dpm3	3934519	3935571	1	II	3934519	3935571
SPAC4G8.03c	SPAC4G8.03c.1	puf5	757915	762714	-1	I	757915	762714
SPBC1677.03c	SPBC1677.03c.1	tda1	3935430	3937872	-1	II	3935430	3937872
SPNCRNA.680	SPNCRNA.680.1	SPNCRNA.680	765526	767503	1	I	765526	767503
SPBTRNAASP.04	SPBTRNAASP.04.1	SPBTRNAASP.04	3939227	3939297	1	II	3939227	3939297
SPBC26H8.01	SPBC26H8.01.1	thi2	3939342	3941699	1	II	3939342	3941699
SPBC26H8.02c	SPBC26H8.02c.1	sec9	3941984	3944032	-1	II	3941984	3944032
SPNCRNA.1650	SPNCRNA.1650.1	SPNCRNA.1650	3943844	3944685	1	II	3943844	3944685
SPBC26H8.03	SPBC26H8.03.1	cho2	3945742	3948940	1	II	3945742	3948940
SPCC622.16c	SPCC622.16c.1	epe1	1431048	1435036	-1	III	1431048	1435036
SPAC4G8.05	SPAC4G8.05.1	ppk14	770502	772666	1	I	770502	772666
SPNCRNA.89	SPNCRNA.89.1	SPNCRNA.89	3960007	3960165	1	II	3960007	3960165
SPCC622.18	SPCC622.18.1	rpl6	1437118	1438010	1	III	1437118	1438010
SPCC61.03	SPCC61.03.1	SPCC61.03	1444534	1445882	1	III	1444534	1445882
SPAC4G8.06c	SPAC4G8.06c.1	trm12	772650	774027	-1	I	772650	774027
SPCC61.04c	SPCC61.04c.1	SPCC61.04c	1446214	1447630	-1	III	1446214	1447630
SPNCRNA.684	SPNCRNA.684.1	SPNCRNA.684	790209	790793	1	I	790209	790793
SPBC32C12.02	SPBC32C12.02.1	ste11	3983312	3987400	1	II	3983312	3987400
SPCC11E10.02c	SPCC11E10.02c.1	gpi8	1454541	1456141	-1	III	1454541	1456141
SPAC16C9.01c	SPAC16C9.01c.1	SPAC16C9.01c	790245	792274	-1	I	790245	792274
SPBC3B9.04	SPBC3B9.04.1	oms1	3995407	3996594	1	II	3995407	3996594
SPCTRNALYS.12	SPCTRNALYS.12.1	SPCTRNALYS.12	1475034	1475116	1	III	1475034	1475116
SPNCRNA.1655	SPNCRNA.1655.1	rpa43-antisense-1	4000573	4001683	1	II	4000573	4001683
SPNCRNA.1656	SPNCRNA.1656.1	nup120-antisense-1	4014998	4016577	1	II	4014998	4016577
SPBC3B9.16c	SPBC3B9.16c.1	nup120	4015226	4018932	-1	II	4015226	4018932
SPBC3B9.19	SPBC3B9.19.1	mge1	4022474	4023772	1	II	4022474	4023772
SPBC215.01	SPBC215.01.1	SPBC215.01	4024162	4027252	1	II	4024162	4027252
SPCC188.02	SPCC188.02.1	par1	1475494	1478103	1	III	1475494	1478103
SPCC188.06c	SPCC188.06c.1	srp54	1482990	1485267	-1	III	1482990	1485267
SPNCRNA.1201	SPNCRNA.1201.1	pfl4-antisense-1	1492674	1493595	1	III	1492674	1493595
SPCC188.14	SPCC188.14.1	SPCC188.14	1500059	1502197	-1	III	1500059	1502197
SPBC215.03c	SPBC215.03c.1	csn1	4027314	4029873	-1	II	4027314	4029873
SPCC584.16c	SPCC584.16c.1	SPCC584.16c	1524517	1525212	-1	III	1524517	1525212
SPBC215.04	SPBC215.04.1	git11	4030485	4031572	1	II	4030485	4031572
SPCC584.05	SPCC584.05.1	sec1	1538043	1541984	1	III	1538043	1541984
SPBTRNAASN.03	SPBTRNAASN.03.1	SPBTRNAASN.03	4031743	4031816	1	II	4031743	4031816
SPBC215.09c	SPBC215.09c.1	erg10	4045723	4047346	-1	II	4045723	4047346
SPNCRNA.1660	SPNCRNA.1660.1	SPBC215.10-antisense-1	4049029	4049473	-1	II	4049029	4049473
SPBC1347.06c	SPBC1347.06c.1	cki1	4071555	4073312	-1	II	4071555	4073312
SPBC1347.14c	SPBC1347.14c.1	SPBC1347.14c	4082279	4082644	-1	II	4082279	4082644
SPCC1753.02c	SPCC1753.02c.1	git3	1542333	1546161	-1	III	1542333	1546161
SPNCRNA.132	SPNCRNA.132.1	tos3	1546777	1547989	1	III	1546777	1547989
SPBC56F2.07c	SPBC56F2.07c.1	SPBC56F2.07c	4100540	4103224	1	II	4100540	4103224
SPBTRNAGLU.08	SPBTRNAGLU.08.1	SPBTRNAGLU.08	4107639	4107710	1	II	4107639	4107710
SPAC16C9.05	SPAC16C9.05.1	cph1	799341	800981	1	I	799341	800981
SPCC1753.03c	SPCC1753.03c.1	rec7	1547051	1549069	-1	III	1547051	1549069
SPNCRNA.1670	SPNCRNA.1670.1	SPNCRNA.1670	4109027	4109600	1	II	4109027	4109600
SPAC2G11.02	SPAC2G11.02.1	urb2	807894	812194	1	I	807894	812194
SPNCRNA.69	SPNCRNA.69.1	tos1	1547928	1549537	1	III	1547928	1549537
SPBC56F2.02	SPBC56F2.02.1	rpl1901	4123056	4123804	-1	II	4123056	4123804
SPAC2G11.08c	SPAC2G11.08c.1	smn1	822092	823278	-1	I	822092	823278
SPNCRNA.1673	SPNCRNA.1673.1	SPNCRNA.1673	4129491	4131375	-1	II	4129491	4131375
SPCC1753.04	SPCC1753.04.1	tol1	1549929	1551397	1	III	1549929	1551397
SPNCRNA.113	SPNCRNA.113.1	SPNCRNA.113	4129796	4130288	1	II	4129796	4130288
SPAC2G11.13	SPAC2G11.13.1	atg22	836206	838256	1	I	836206	838256
SPNCRNA.691	SPNCRNA.691.1	atg22-antisense-1	836307	837262	-1	I	836307	837262
SPBC1861.02	SPBC1861.02.1	abp2	4130876	4133635	1	II	4130876	4133635
SPNCRNA.1675	SPNCRNA.1675.1	SPBC1861.05-antisense-1	4140236	4142469	-1	II	4140236	4142469
SPAC521.02	SPAC521.02.1	SPAC521.02	843197	844165	1	I	843197	844165
SPCC162.12	SPCC162.12.1	tco89	1552594	1554681	-1	III	1552594	1554681
SPAC521.03	SPAC521.03.1	SPAC521.03	844948	846142	1	I	844948	846142
SPCC162.06c	SPCC162.06c.1	SPCC162.06c	1576664	1578092	1	III	1576664	1578092
SPCC162.05	SPCC162.05.1	coq3	1578091	1579162	-1	III	1578091	1579162
SPAC23G3.04	SPAC23G3.04.1	ies4	872883	874248	1	I	872883	874248
SPCC162.03	SPCC162.03.1	SPCC162.03	1582584	1584149	-1	III	1582584	1584149
SPNCRNA.2001	SPNCRNA.2001.1	adh1-antisense-1	1590025	1593983	-1	III	1590025	1593983
SPNCRNA.1209	SPNCRNA.1209.1	SPCC13B11.03c-antisense-1	1594598	1595339	1	III	1594598	1595339
SPCC13B11.03c	SPCC13B11.03c.1	SPCC13B11.03c	1594872	1596605	-1	III	1594872	1596605
SPNCRNA.1210	SPNCRNA.1210.1	SPCC777.03c-antisense-1	1601457	1602924	1	III	1601457	1602924
SPCC777.05	SPCC777.05.1	gtr2	1605061	1606539	1	III	1605061	1606539
SPAC23G3.10c	SPAC23G3.10c.1	ssr3	884513	887531	-1	I	884513	887531
SPCC663.17	SPCC663.17.1	wtf15	1632591	1634460	1	III	1632591	1634460
SPAC22H12.01c	SPAC22H12.01c.1	mug35	893278	894532	-1	I	893278	894532
SPCC663.03	SPCC663.03.1	pmd1	1634987	1640571	1	III	1634987	1640571
SPBC1861.07	SPBC1861.07.1	SPBC1861.07	4144684	4145098	1	II	4144684	4145098
SPAC1687.01	SPAC1687.01.1	rpc19	903042	903861	1	I	903042	903861
SPNCRNA.1676	SPNCRNA.1676.1	SPNCRNA.1676	4146300	4147370	1	II	4146300	4147370
SPCC663.04	SPCC663.04.1	rpl39	1640803	1641395	1	III	1640803	1641395
SPAC1687.02	SPAC1687.02.1	SPAC1687.02	904026	906347	1	I	904026	906347
SPBC14F5.02	SPBC14F5.02.1	trs65	4151465	4153311	1	II	4151465	4153311
SPAC1687.09	SPAC1687.09.1	tax4	914940	919775	1	I	914940	919775
SPBC14F5.03c	SPBC14F5.03c.1	kap123	4153236	4157111	-1	II	4153236	4157111
SPBC14F5.06	SPBC14F5.06.1	rli1	4164564	4167261	1	II	4164564	4167261
SPCC663.05c	SPCC663.05c.1	cia1	1642902	1644612	-1	III	1642902	1644612
SPCC663.07c	SPCC663.07c.1	SPCC663.07c	1646645	1647396	-1	III	1646645	1647396
SPBC14F5.13c	SPBC14F5.13c.1	pho8	4182551	4184659	-1	II	4182551	4184659
SPAC1687.14c	SPAC1687.14c.1	SPAC1687.14c	927801	929011	-1	I	927801	929011
SPNCRNA.1678	SPNCRNA.1678.1	trr1-antisense-1	4188757	4190763	-1	II	4188757	4190763
SPCC663.10	SPCC663.10.1	trm44	1650366	1653177	1	III	1650366	1653177
SPNCRNA.576	SPNCRNA.576.1	qrs1-antisense-1	4203368	4205951	-1	II	4203368	4205951
SPCC663.13c	SPCC663.13c.1	naa50	1656901	1657583	-1	III	1656901	1657583
SPBC16G5.02c	SPBC16G5.02c.1	rbk1	4215993	4217363	-1	II	4215993	4217363
SPCC663.14c	SPCC663.14c.1	trp663	1657631	1659783	-1	III	1657631	1659783
SPBC16G5.08	SPBC16G5.08.1	trp4	4226724	4228615	1	II	4226724	4228615
SPAC1687.15	SPAC1687.15.1	gsk3	929843	932197	1	I	929843	932197
SPNCRNA.439	SPNCRNA.439.1	SPNCRNA.439	4242697	4243538	1	II	4242697	4243538
SPCC663.15c	SPCC663.15c.1	SPCC663.15c	1660135	1662562	-1	III	1660135	1662562
SPAC1687.17c	SPAC1687.17c.1	SPAC1687.17c	934941	936081	-1	I	934941	936081
SPBC16G5.17	SPBC16G5.17.1	SPBC16G5.17	4247630	4249733	1	II	4247630	4249733
SPCC417.08	SPCC417.08.1	tef3	1685599	1688951	1	III	1685599	1688951
SPBC1652.02	SPBC1652.02.1	SPBC1652.02	4256055	4259457	1	II	4256055	4259457
SPAC1687.18c	SPAC1687.18c.1	ssl3	936188	938157	-1	I	936188	938157
SPCC417.12	SPCC417.12.1	SPCC417.12	1699486	1701487	1	III	1699486	1701487
SPBC16A3.17c	SPBC16A3.17c.1	SPBC16A3.17c	4264257	4267626	1	II	4264257	4267626
SPCC417.16	SPCC417.16.1	SPCC417.16	1702785	1703501	-1	III	1702785	1703501
SPCC191.01	SPCC191.01.1	SPCC191.01	1705817	1707734	1	III	1705817	1707734
SPCC191.02c	SPCC191.02c.1	acs1	1708234	1710511	-1	III	1708234	1710511
SPBC16A3.15c	SPBC16A3.15c.1	nda2	4268920	4270761	1	II	4268920	4270761
SPAC1687.20c	SPAC1687.20c.1	mis6	939770	941944	-1	I	939770	941944
SPCC1450.03	SPCC1450.03.1	SPCC1450.03	1731387	1732421	1	III	1731387	1732421
SPBC16A3.12c	SPBC16A3.12c.1	SPBC16A3.12c	4275226	4277062	1	II	4275226	4277062
SPAC1687.21	SPAC1687.21.1	SPAC1687.21	941942	943335	1	I	941942	943335
SPNCRNA.1686	SPNCRNA.1686.1	ufd1-antisense-1	4282594	4283835	-1	II	4282594	4283835
SPCC1450.06c	SPCC1450.06c.1	grx3	1735279	1736165	-1	III	1735279	1736165
SPBC16A3.03c	SPBC16A3.03c.1	ppr7	4293219	4296025	1	II	4293219	4296025
SPAC222.19	SPAC222.19.1	tam1	949646	950047	1	I	949646	950047
SPCC1450.08c	SPCC1450.08c.1	wtf16	1739338	1740925	-1	III	1739338	1740925
SPBC543.05c	SPBC543.05c.1	SPBC543.05c	4307906	4309986	-1	II	4307906	4309986
SPCTRNASER.12	SPCTRNASER.12.1	SPCTRNASER.12	1775992	1776073	-1	III	1775992	1776073
SPCC1442.07c	SPCC1442.07c.1	SPCC1442.07c	1779522	1780705	-1	III	1779522	1780705
SPAC222.05c	SPAC222.05c.1	mss1	950912	953006	-1	I	950912	953006
SPBC16C6.04	SPBC16C6.04.1	dbl6	4334043	4335275	1	II	4334043	4335275
SPNCRNA.700	SPNCRNA.700.1	mss1-antisense-1	951028	952560	1	I	951028	952560
SPBC16C6.07c	SPBC16C6.07c.1	rpt1	4341623	4343422	-1	II	4341623	4343422
SPCC1442.10c	SPCC1442.10c.1	rpb3	1782897	1787006	-1	III	1782897	1787006
SPCTRNAPRO.09	SPCTRNAPRO.09.1	SPCTRNAPRO.09	1788949	1789020	1	III	1788949	1789020
